transaction_id,date,account_id,amount,category,is_duplicate,is_high_value,is_suspicious_account,risk_score,risk_level
202,2024-01-05,ACC1019,1095.28,Entertainment,False,False,False,0.0,Low
209,2024-01-05,ACC1012,282.72,Travel,False,False,False,0.0,Low
630,2024-01-05,ACC1010,1211.45,Dining,False,False,False,0.0,Low
624,2024-01-05,ACC1019,3080.78,Dining,False,False,False,0.0,Low
398,2024-01-05,ACC1013,2386.05,Transfer,False,False,False,0.0,Low
215,2024-01-05,ACC1000,2352.54,Dining,False,False,False,0.0,Low
606,2024-01-05,ACC1000,723.63,Groceries,False,False,False,0.0,Low
598,2024-01-05,ACC1020,824.29,Groceries,False,False,False,0.0,Low
579,2024-01-05,ACC1021,407.33,Entertainment,False,False,False,0.0,Low
330,2024-01-05,ACC1014,1372.15,Travel,False,False,False,0.0,Low
83,2024-01-05,ACC1001,221.29,Utilities,False,False,False,0.0,Low
204,2024-01-05,ACC1014,593.91,Groceries,False,False,False,0.0,Low
74,2024-01-05,ACC1008,4034.2,Electronics,False,False,False,0.0,Low
1,2024-01-05,ACC1019,2268.28,Healthcare,False,False,False,0.0,Low
66,2024-01-05,ACC1000,4362.81,Dining,False,False,False,0.0,Low
35,2024-01-05,ACC1016,1527.19,Healthcare,False,False,False,0.0,Low
32,2024-01-05,ACC1017,1834.21,Electronics,False,False,False,0.0,Low
18,2024-01-06,ACC1021,1016.51,Entertainment,False,False,False,0.0,Low
60,2024-01-06,ACC1007,638.3,Entertainment,False,False,False,0.0,Low
473,2024-01-06,ACC1019,214.92,Electronics,False,False,False,0.0,Low
56,2024-01-06,ACC1018,3483.9,Electronics,False,False,False,0.0,Low
96,2024-01-06,ACC1015,2239.44,Healthcare,False,False,False,0.0,Low
4,2024-01-06,ACC1004,1402.7,Dining,False,False,False,0.0,Low
111,2024-01-06,ACC1003,914.29,Utilities,False,False,False,0.0,Low
411,2024-01-06,ACC1002,2648.38,Utilities,False,False,False,0.0,Low
500,2024-01-06,ACC1002,1372.46,Transfer,False,False,False,0.0,Low
400,2024-01-06,ACC1009,1657.3,Entertainment,False,False,False,0.0,Low
250,2024-01-06,ACC1001,2147.05,Travel,False,False,False,0.0,Low
360,2024-01-06,ACC1024,3134.83,Groceries,False,False,False,0.0,Low
507,2024-01-06,ACC1007,2821.25,Dining,False,False,False,0.0,Low
63,2024-01-06,ACC1012,3246.46,Entertainment,False,False,False,0.0,Low
45,2024-01-06,ACC1007,4119.55,Electronics,False,False,False,0.0,Low
312,2024-01-06,ACC1007,1581.54,Electronics,False,False,False,0.0,Low
293,2024-01-06,ACC1016,1764.12,Healthcare,False,False,False,0.0,Low
595,2024-01-06,ACC1012,1162.64,Transfer,False,False,False,0.0,Low
133,2024-01-06,ACC1002,1505.71,Dining,False,False,False,0.0,Low
109,2024-01-07,ACC1009,2428.42,Healthcare,False,False,False,0.0,Low
148,2024-01-07,ACC1012,847.1,Travel,False,False,False,0.0,Low
65,2024-01-07,ACC1015,1428.99,Transfer,False,False,False,0.0,Low
573,2024-01-07,ACC1000,687.56,Healthcare,False,False,False,0.0,Low
433,2024-01-07,ACC1001,1695.28,Utilities,False,False,False,0.0,Low
432,2024-01-07,ACC1009,788.19,Electronics,False,False,False,0.0,Low
408,2024-01-07,ACC1003,1615.48,Entertainment,False,False,False,0.0,Low
355,2024-01-07,ACC1024,1950.98,Utilities,False,False,False,0.0,Low
350,2024-01-07,ACC1008,615.64,Travel,False,False,False,0.0,Low
134,2024-01-07,ACC1015,1707.76,Utilities,False,False,False,0.0,Low
653,2024-01-07,ACC1007,1124.05,Travel,False,False,False,0.0,Low
714,2024-01-07,ACC1022,12442.1,Entertainment,False,True,False,30.0,Low
562,2024-01-07,ACC1021,620.77,Travel,False,False,False,0.0,Low
146,2024-01-08,ACC1022,153.03,Groceries,False,False,False,0.0,Low
787,2024-01-08,ACC1012,1500.39,Healthcare,True,False,False,35.0,Low
549,2024-01-08,ACC1010,502.34,Groceries,False,False,False,0.0,Low
27,2024-01-08,ACC1009,1252.68,Electronics,False,False,False,0.0,Low
535,2024-01-08,ACC1000,774.44,Dining,False,False,False,0.0,Low
498,2024-01-08,ACC1004,759.33,Groceries,False,False,False,0.0,Low
59,2024-01-08,ACC1005,2115.09,Travel,False,False,False,0.0,Low
437,2024-01-08,ACC1007,1404.71,Electronics,False,False,False,0.0,Low
334,2024-01-08,ACC1001,2595.16,Utilities,False,False,False,0.0,Low
310,2024-01-08,ACC1011,3452.02,Transfer,False,False,False,0.0,Low
273,2024-01-08,ACC1006,2442.58,Transfer,False,False,False,0.0,Low
550,2024-01-08,ACC1010,2058.02,Electronics,False,False,False,0.0,Low
201,2024-01-08,ACC1014,913.37,Travel,False,False,False,0.0,Low
286,2024-01-08,ACC1014,345.31,Groceries,False,False,False,0.0,Low
725,2024-01-08,ACC9999,3229.75,Entertainment,False,False,True,25.0,Low
699,2024-01-08,ACC1009,1316.02,Dining,False,False,False,0.0,Low
654,2024-01-08,ACC1015,1811.24,Dining,False,False,False,0.0,Low
119,2024-01-08,ACC1001,392.55,Transfer,False,False,False,0.0,Low
78,2024-01-08,ACC1012,1500.39,Healthcare,True,False,False,35.0,Low
755,2024-01-09,ACC9999,1167.1,Dining,False,False,True,25.0,Low
240,2024-01-09,ACC1024,457.24,Dining,False,False,False,0.0,Low
567,2024-01-09,ACC1017,1595.01,Electronics,False,False,False,0.0,Low
445,2024-01-09,ACC1019,584.85,Groceries,False,False,False,0.0,Low
157,2024-01-09,ACC1007,2904.82,Electronics,False,False,False,0.0,Low
555,2024-01-09,ACC1021,1277.23,Entertainment,False,False,False,0.0,Low
553,2024-01-09,ACC1013,2697.41,Transfer,False,False,False,0.0,Low
216,2024-01-09,ACC1017,2658.6,Entertainment,False,False,False,0.0,Low
534,2024-01-09,ACC1001,1367.39,Electronics,False,False,False,0.0,Low
480,2024-01-09,ACC1000,1470.63,Healthcare,False,False,False,0.0,Low
291,2024-01-09,ACC1016,949.44,Utilities,False,False,False,0.0,Low
707,2024-01-09,ACC1000,24207.94,Healthcare,False,True,False,30.0,Low
189,2024-01-09,ACC1024,225.66,Transfer,False,False,False,0.0,Low
588,2024-01-09,ACC1012,2137.79,Travel,False,False,False,0.0,Low
397,2024-01-09,ACC1024,3077.94,Electronics,False,False,False,0.0,Low
646,2024-01-09,ACC1004,349.78,Healthcare,False,False,False,0.0,Low
695,2024-01-09,ACC1005,2839.63,Groceries,False,False,False,0.0,Low
644,2024-01-09,ACC1007,519.66,Electronics,False,False,False,0.0,Low
251,2024-01-09,ACC1002,1421.96,Utilities,False,False,False,0.0,Low
633,2024-01-09,ACC1004,1347.92,Healthcare,False,False,False,0.0,Low
348,2024-01-09,ACC1022,380.76,Groceries,False,False,False,0.0,Low
781,2024-01-10,ACC1004,508.43,Entertainment,True,False,False,35.0,Low
298,2024-01-10,ACC1019,111.33,Dining,False,False,False,0.0,Low
93,2024-01-10,ACC1020,1403.25,Entertainment,False,False,False,0.0,Low
542,2024-01-10,ACC1004,508.43,Entertainment,True,False,False,35.0,Low
127,2024-01-10,ACC1022,2540.23,Utilities,False,False,False,0.0,Low
558,2024-01-10,ACC1013,368.55,Healthcare,False,False,False,0.0,Low
153,2024-01-10,ACC1020,1145.32,Transfer,False,False,False,0.0,Low
245,2024-01-10,ACC1024,4088.44,Dining,False,False,False,0.0,Low
677,2024-01-10,ACC1019,1547.95,Healthcare,False,False,False,0.0,Low
659,2024-01-10,ACC1021,2608.62,Transfer,False,False,False,0.0,Low
410,2024-01-10,ACC1016,3105.63,Transfer,False,False,False,0.0,Low
512,2024-01-11,ACC1019,1037.25,Electronics,False,False,False,0.0,Low
138,2024-01-11,ACC1014,1060.68,Healthcare,False,False,False,0.0,Low
12,2024-01-11,ACC1004,452.64,Transfer,False,False,False,0.0,Low
529,2024-01-11,ACC1024,1112.86,Utilities,False,False,False,0.0,Low
22,2024-01-11,ACC1022,2181.16,Travel,False,False,False,0.0,Low
682,2024-01-11,ACC1021,489.03,Dining,False,False,False,0.0,Low
47,2024-01-11,ACC1000,4961.02,Electronics,False,False,False,0.0,Low
412,2024-01-11,ACC1021,1121.33,Utilities,False,False,False,0.0,Low
465,2024-01-11,ACC1007,1120.91,Electronics,False,False,False,0.0,Low
6,2024-01-11,ACC1021,1282.43,Transfer,False,False,False,0.0,Low
211,2024-01-11,ACC1008,307.99,Entertainment,False,False,False,0.0,Low
212,2024-01-11,ACC1008,1647.0,Electronics,False,False,False,0.0,Low
419,2024-01-11,ACC1005,1655.88,Healthcare,False,False,False,0.0,Low
217,2024-01-11,ACC1014,1438.25,Healthcare,False,False,False,0.0,Low
672,2024-01-11,ACC1002,1422.7,Groceries,False,False,False,0.0,Low
449,2024-01-11,ACC1004,818.26,Healthcare,False,False,False,0.0,Low
317,2024-01-11,ACC1012,1528.42,Travel,False,False,False,0.0,Low
220,2024-01-12,ACC1024,4157.44,Entertainment,False,False,False,0.0,Low
234,2024-01-12,ACC1013,1764.67,Utilities,False,False,False,0.0,Low
492,2024-01-12,ACC1008,885.91,Dining,False,False,False,0.0,Low
341,2024-01-12,ACC1018,691.04,Groceries,False,False,False,0.0,Low
490,2024-01-12,ACC1018,414.62,Dining,False,False,False,0.0,Low
479,2024-01-12,ACC1013,1776.14,Transfer,False,False,False,0.0,Low
763,2024-01-12,ACC9999,1489.43,Utilities,False,False,True,25.0,Low
254,2024-01-12,ACC1002,1399.47,Dining,False,False,False,0.0,Low
379,2024-01-12,ACC1014,546.29,Healthcare,False,False,False,0.0,Low
256,2024-01-12,ACC1007,1580.12,Dining,False,False,False,0.0,Low
177,2024-01-12,ACC1023,1851.74,Utilities,False,False,False,0.0,Low
685,2024-01-12,ACC1018,2327.49,Groceries,False,False,False,0.0,Low
504,2024-01-12,ACC1019,385.59,Transfer,False,False,False,0.0,Low
634,2024-01-12,ACC1006,850.13,Travel,False,False,False,0.0,Low
523,2024-01-12,ACC1022,1374.75,Dining,False,False,False,0.0,Low
526,2024-01-12,ACC1000,1898.25,Dining,False,False,False,0.0,Low
628,2024-01-12,ACC1014,983.67,Groceries,False,False,False,0.0,Low
618,2024-01-12,ACC1008,719.75,Entertainment,False,False,False,0.0,Low
597,2024-01-12,ACC1000,156.24,Dining,False,False,False,0.0,Low
106,2024-01-13,ACC1007,1769.79,Electronics,False,False,False,0.0,Low
564,2024-01-13,ACC1018,530.43,Entertainment,False,False,False,0.0,Low
438,2024-01-13,ACC1017,151.41,Travel,False,False,False,0.0,Low
569,2024-01-13,ACC1006,3965.22,Utilities,False,False,False,0.0,Low
467,2024-01-13,ACC1003,1961.88,Groceries,False,False,False,0.0,Low
435,2024-01-13,ACC1006,1704.37,Travel,False,False,False,0.0,Low
673,2024-01-13,ACC1001,2408.67,Travel,False,False,False,0.0,Low
694,2024-01-13,ACC1013,602.46,Healthcare,False,False,False,0.0,Low
770,2024-01-13,ACC9999,806.24,Healthcare,False,False,True,25.0,Low
43,2024-01-13,ACC1000,1502.2,Travel,False,False,False,0.0,Low
454,2024-01-13,ACC1000,274.14,Utilities,False,False,False,0.0,Low
601,2024-01-14,ACC1018,2307.68,Entertainment,False,False,False,0.0,Low
651,2024-01-14,ACC1014,76.79,Healthcare,False,False,False,0.0,Low
501,2024-01-14,ACC1015,329.73,Utilities,False,False,False,0.0,Low
232,2024-01-14,ACC1004,2648.72,Groceries,False,False,False,0.0,Low
740,2024-01-14,ACC9999,1310.81,Travel,False,False,True,25.0,Low
617,2024-01-14,ACC1014,1018.85,Travel,False,False,False,0.0,Low
225,2024-01-14,ACC1018,1614.67,Transfer,False,False,False,0.0,Low
325,2024-01-14,ACC1013,1854.59,Travel,False,False,False,0.0,Low
309,2024-01-14,ACC1021,1272.07,Entertainment,False,False,False,0.0,Low
308,2024-01-14,ACC1009,3469.43,Utilities,False,False,False,0.0,Low
299,2024-01-14,ACC1015,2974.49,Groceries,False,False,False,0.0,Low
551,2024-01-14,ACC1023,1367.05,Entertainment,False,False,False,0.0,Low
39,2024-01-14,ACC1000,535.45,Electronics,False,False,False,0.0,Low
150,2024-01-14,ACC1018,1438.73,Utilities,False,False,False,0.0,Low
163,2024-01-14,ACC1014,416.8,Groceries,False,False,False,0.0,Low
485,2024-01-14,ACC1016,1064.02,Dining,False,False,False,0.0,Low
675,2024-01-14,ACC1014,1159.35,Electronics,False,False,False,0.0,Low
58,2024-01-14,ACC1012,1171.55,Entertainment,False,False,False,0.0,Low
168,2024-01-14,ACC1010,603.27,Travel,False,False,False,0.0,Low
28,2024-01-14,ACC1023,380.69,Groceries,False,False,False,0.0,Low
713,2024-01-15,ACC1020,12627.18,Travel,True,True,False,65.0,Medium
585,2024-01-15,ACC1013,885.86,Dining,False,False,False,0.0,Low
777,2024-01-15,ACC1020,12627.18,Travel,True,True,False,65.0,Medium
575,2024-01-15,ACC1000,1426.16,Dining,False,False,False,0.0,Low
414,2024-01-15,ACC1004,2528.9,Utilities,False,False,False,0.0,Low
300,2024-01-15,ACC1011,1899.79,Healthcare,False,False,False,0.0,Low
536,2024-01-15,ACC1022,2154.92,Travel,False,False,False,0.0,Low
649,2024-01-15,ACC1018,76.18,Electronics,False,False,False,0.0,Low
222,2024-01-15,ACC1007,2103.08,Electronics,False,False,False,0.0,Low
226,2024-01-15,ACC1005,1553.94,Electronics,False,False,False,0.0,Low
198,2024-01-15,ACC1000,1816.09,Travel,False,False,False,0.0,Low
580,2024-01-15,ACC1007,1322.83,Utilities,False,False,False,0.0,Low
619,2024-01-16,ACC1014,991.3,Electronics,False,False,False,0.0,Low
751,2024-01-16,ACC9999,2192.13,Dining,False,False,True,25.0,Low
488,2024-01-16,ACC1021,2453.56,Utilities,False,False,False,0.0,Low
459,2024-01-16,ACC1018,2563.26,Electronics,False,False,False,0.0,Low
327,2024-01-16,ACC1016,1234.22,Healthcare,True,False,False,35.0,Low
614,2024-01-16,ACC1012,1437.13,Transfer,False,False,False,0.0,Low
174,2024-01-16,ACC1012,864.7,Transfer,False,False,False,0.0,Low
745,2024-01-16,ACC9999,1110.53,Entertainment,False,False,True,25.0,Low
778,2024-01-16,ACC1016,1234.22,Healthcare,True,False,False,35.0,Low
525,2024-01-16,ACC1006,910.74,Healthcare,False,False,False,0.0,Low
681,2024-01-16,ACC1002,971.59,Utilities,False,False,False,0.0,Low
424,2024-01-16,ACC1023,631.67,Dining,False,False,False,0.0,Low
715,2024-01-16,ACC1004,14889.49,Utilities,False,True,False,30.0,Low
496,2024-01-16,ACC1006,1468.4,Dining,False,False,False,0.0,Low
691,2024-01-16,ACC1016,1645.32,Entertainment,False,False,False,0.0,Low
292,2024-01-16,ACC1006,1716.47,Electronics,False,False,False,0.0,Low
351,2024-01-16,ACC1006,889.32,Dining,False,False,False,0.0,Low
271,2024-01-17,ACC1003,2935.29,Electronics,False,False,False,0.0,Low
29,2024-01-17,ACC1022,979.66,Utilities,False,False,False,0.0,Low
489,2024-01-17,ACC1018,354.77,Entertainment,False,False,False,0.0,Low
339,2024-01-17,ACC1017,991.97,Utilities,False,False,False,0.0,Low
493,2024-01-17,ACC1018,4422.41,Dining,False,False,False,0.0,Low
261,2024-01-17,ACC1014,1891.59,Entertainment,False,False,False,0.0,Low
457,2024-01-17,ACC1024,2978.0,Dining,False,False,False,0.0,Low
460,2024-01-17,ACC1014,352.85,Utilities,False,False,False,0.0,Low
670,2024-01-17,ACC1005,1516.14,Entertainment,False,False,False,0.0,Low
545,2024-01-17,ACC1000,1628.23,Travel,False,False,False,0.0,Low
249,2024-01-17,ACC1009,1712.04,Transfer,False,False,False,0.0,Low
436,2024-01-17,ACC1008,126.36,Utilities,False,False,False,0.0,Low
660,2024-01-17,ACC1008,2893.85,Electronics,False,False,False,0.0,Low
399,2024-01-17,ACC1023,1746.37,Healthcare,False,False,False,0.0,Low
90,2024-01-17,ACC1010,514.74,Utilities,False,False,False,0.0,Low
246,2024-01-17,ACC1015,1747.53,Utilities,False,False,False,0.0,Low
590,2024-01-17,ACC1006,1441.76,Electronics,False,False,False,0.0,Low
239,2024-01-17,ACC1024,3437.73,Travel,False,False,False,0.0,Low
237,2024-01-17,ACC1013,784.17,Utilities,False,False,False,0.0,Low
539,2024-01-18,ACC1001,1655.69,Utilities,False,False,False,0.0,Low
731,2024-01-18,ACC9999,1468.33,Utilities,False,False,True,25.0,Low
427,2024-01-18,ACC1004,1172.16,Travel,False,False,False,0.0,Low
478,2024-01-18,ACC1019,1967.46,Electronics,False,False,False,0.0,Low
766,2024-01-18,ACC9999,1589.71,Electronics,True,False,True,60.0,Medium
481,2024-01-18,ACC1008,735.8,Travel,False,False,False,0.0,Low
621,2024-01-18,ACC1023,2055.29,Travel,False,False,False,0.0,Low
776,2024-01-18,ACC1007,1455.21,Travel,True,False,False,35.0,Low
774,2024-01-18,ACC9999,777.87,Healthcare,False,False,True,25.0,Low
600,2024-01-18,ACC1008,1774.37,Groceries,False,False,False,0.0,Low
779,2024-01-18,ACC9999,1589.71,Electronics,True,False,True,60.0,Medium
366,2024-01-18,ACC1012,1436.49,Healthcare,False,False,False,0.0,Low
429,2024-01-18,ACC1007,1455.21,Travel,True,False,False,35.0,Low
208,2024-01-18,ACC1007,524.56,Groceries,False,False,False,0.0,Low
186,2024-01-18,ACC1021,2025.94,Electronics,False,False,False,0.0,Low
229,2024-01-18,ACC1003,1379.52,Entertainment,False,False,False,0.0,Low
88,2024-01-18,ACC1001,217.53,Electronics,False,False,False,0.0,Low
108,2024-01-18,ACC1023,1553.38,Dining,False,False,False,0.0,Low
313,2024-01-19,ACC1015,3432.92,Dining,False,False,False,0.0,Low
503,2024-01-19,ACC1019,970.88,Transfer,False,False,False,0.0,Low
266,2024-01-19,ACC1021,2921.68,Healthcare,False,False,False,0.0,Low
712,2024-01-19,ACC1006,12723.71,Groceries,False,True,False,30.0,Low
238,2024-01-19,ACC1016,1601.67,Utilities,False,False,False,0.0,Low
704,2024-01-19,ACC1024,23138.66,Dining,False,True,False,30.0,Low
147,2024-01-19,ACC1009,719.75,Healthcare,False,False,False,0.0,Low
248,2024-01-19,ACC1012,2509.1,Utilities,False,False,False,0.0,Low
668,2024-01-19,ACC1006,3099.9,Utilities,False,False,False,0.0,Low
665,2024-01-19,ACC1003,1643.03,Entertainment,False,False,False,0.0,Low
388,2024-01-19,ACC1006,2134.75,Groceries,False,False,False,0.0,Low
657,2024-01-19,ACC1012,1347.17,Transfer,False,False,False,0.0,Low
136,2024-01-19,ACC1015,913.5,Travel,False,False,False,0.0,Low
741,2024-01-19,ACC9999,643.08,Utilities,False,False,True,25.0,Low
742,2024-01-19,ACC9999,556.79,Healthcare,False,False,True,25.0,Low
362,2024-01-19,ACC1009,202.18,Dining,True,False,False,35.0,Low
759,2024-01-19,ACC9999,1914.99,Groceries,False,False,True,25.0,Low
61,2024-01-19,ACC1004,2520.61,Transfer,False,False,False,0.0,Low
491,2024-01-19,ACC1019,223.44,Transfer,False,False,False,0.0,Low
780,2024-01-19,ACC1009,202.18,Dining,True,False,False,35.0,Low
290,2024-01-19,ACC1014,1473.0,Entertainment,False,False,False,0.0,Low
453,2024-01-19,ACC1005,456.53,Dining,False,False,False,0.0,Low
444,2024-01-19,ACC1016,4670.02,Transfer,False,False,False,0.0,Low
82,2024-01-19,ACC1023,482.84,Entertainment,False,False,False,0.0,Low
612,2024-01-20,ACC1001,1404.45,Utilities,False,False,False,0.0,Low
41,2024-01-20,ACC1023,121.1,Electronics,False,False,False,0.0,Low
114,2024-01-20,ACC1018,1390.26,Transfer,False,False,False,0.0,Low
390,2024-01-20,ACC1005,526.05,Entertainment,False,False,False,0.0,Low
401,2024-01-20,ACC1017,1031.62,Transfer,False,False,False,0.0,Low
200,2024-01-20,ACC1014,932.31,Healthcare,False,False,False,0.0,Low
413,2024-01-20,ACC1004,1529.5,Entertainment,False,False,False,0.0,Low
723,2024-01-20,ACC9999,831.88,Electronics,False,False,True,25.0,Low
546,2024-01-20,ACC1015,283.56,Transfer,False,False,False,0.0,Low
441,2024-01-20,ACC1022,941.24,Transfer,False,False,False,0.0,Low
2,2024-01-20,ACC1005,389.95,Groceries,False,False,False,0.0,Low
511,2024-01-20,ACC1002,592.35,Dining,False,False,False,0.0,Low
364,2024-01-21,ACC1007,715.71,Healthcare,False,False,False,0.0,Low
373,2024-01-21,ACC1000,379.03,Entertainment,False,False,False,0.0,Low
610,2024-01-21,ACC1021,1399.14,Utilities,False,False,False,0.0,Low
738,2024-01-21,ACC9999,725.42,Healthcare,True,False,True,60.0,Medium
117,2024-01-21,ACC1003,2372.99,Transfer,False,False,False,0.0,Low
737,2024-01-21,ACC9999,1234.6,Electronics,False,False,True,25.0,Low
782,2024-01-21,ACC9999,725.42,Healthcare,True,False,True,60.0,Medium
69,2024-01-21,ACC1005,509.55,Travel,False,False,False,0.0,Low
193,2024-01-21,ACC1010,1315.28,Dining,False,False,False,0.0,Low
589,2024-01-21,ACC1011,547.48,Healthcare,False,False,False,0.0,Low
396,2024-01-21,ACC1007,978.38,Travel,False,False,False,0.0,Low
282,2024-01-21,ACC1019,1577.3,Healthcare,False,False,False,0.0,Low
343,2024-01-21,ACC1014,2099.57,Healthcare,False,False,False,0.0,Low
214,2024-01-21,ACC1015,1148.75,Groceries,False,False,False,0.0,Low
231,2024-01-21,ACC1014,1779.63,Electronics,False,False,False,0.0,Low
26,2024-01-21,ACC1023,1849.72,Electronics,False,False,False,0.0,Low
329,2024-01-21,ACC1020,1170.14,Groceries,False,False,False,0.0,Low
571,2024-01-21,ACC1006,1517.43,Travel,False,False,False,0.0,Low
332,2024-01-21,ACC1015,1348.39,Electronics,False,False,False,0.0,Low
760,2024-01-21,ACC9999,1699.28,Utilities,False,False,True,25.0,Low
187,2024-01-21,ACC1017,4775.45,Utilities,False,False,False,0.0,Low
572,2024-01-21,ACC1000,1089.58,Utilities,False,False,False,0.0,Low
336,2024-01-21,ACC1023,66.01,Dining,False,False,False,0.0,Low
754,2024-01-21,ACC9999,1627.36,Utilities,False,False,True,25.0,Low
149,2024-01-21,ACC1019,1873.65,Utilities,False,False,False,0.0,Low
514,2024-01-22,ACC1018,369.99,Dining,False,False,False,0.0,Low
434,2024-01-22,ACC1002,447.49,Transfer,False,False,False,0.0,Low
137,2024-01-22,ACC1011,566.08,Electronics,False,False,False,0.0,Low
544,2024-01-22,ACC1018,3407.39,Groceries,False,False,False,0.0,Low
156,2024-01-22,ACC1006,1857.19,Dining,False,False,False,0.0,Low
487,2024-01-22,ACC1001,851.06,Utilities,False,False,False,0.0,Low
556,2024-01-22,ACC1023,534.52,Dining,False,False,False,0.0,Low
443,2024-01-22,ACC1012,1679.08,Utilities,False,False,False,0.0,Low
548,2024-01-22,ACC1004,818.35,Groceries,False,False,False,0.0,Low
213,2024-01-22,ACC1001,1851.37,Utilities,False,False,False,0.0,Low
402,2024-01-22,ACC1006,1432.99,Travel,False,False,False,0.0,Low
623,2024-01-22,ACC1003,3179.19,Healthcare,False,False,False,0.0,Low
650,2024-01-22,ACC1002,1706.45,Travel,False,False,False,0.0,Low
101,2024-01-22,ACC1011,1409.12,Healthcare,False,False,False,0.0,Low
315,2024-01-22,ACC1022,347.91,Electronics,False,False,False,0.0,Low
690,2024-01-22,ACC1012,772.53,Utilities,False,False,False,0.0,Low
68,2024-01-22,ACC1016,713.19,Groceries,False,False,False,0.0,Low
765,2024-01-22,ACC9999,117.56,Travel,False,False,True,25.0,Low
347,2024-01-22,ACC1014,587.08,Utilities,False,False,False,0.0,Low
