date,symbol,close_price
2026-05-30,MSFT,426.45
2026-05-31,MSFT,430.22
2026-06-01,MSFT,430.83
2026-06-02,MSFT,435.71
2026-06-03,MSFT,439.53
2026-06-04,MSFT,451.63
2026-06-05,MSFT,454.17
2026-06-06,MSFT,452.28
2026-06-07,MSFT,450.72
2026-06-08,MSFT,451.27
2026-06-09,MSFT,457.32
2026-06-10,MSFT,455.96
2026-06-11,MSFT,458.89
2026-06-12,MSFT,470.49
2026-06-13,MSFT,455.46
2026-06-14,MSFT,449.44
2026-06-15,MSFT,451.49
2026-06-16,MSFT,454.46
2026-06-17,MSFT,456.51
2026-06-18,MSFT,454.59
2026-06-19,MSFT,459.1
2026-06-20,MSFT,461.43
2026-06-21,MSFT,458.94
2026-06-22,MSFT,474.08
2026-06-23,MSFT,476.93
2026-06-24,MSFT,474.16
2026-06-25,MSFT,474.21
2026-06-26,MSFT,473.48
2026-06-27,MSFT,473.76
2026-06-28,MSFT,457.62
2026-06-29,MSFT,455.36
2026-06-30,MSFT,461.97
2026-07-01,MSFT,455.6
2026-07-02,MSFT,455.84
2026-07-03,MSFT,462.13
2026-07-04,MSFT,467.92
2026-07-05,MSFT,477.65
2026-07-06,MSFT,467.75
2026-07-07,MSFT,466.26
2026-07-08,MSFT,464.85
2026-07-09,MSFT,469.27
2026-07-10,MSFT,476.59
2026-07-11,MSFT,460.64
2026-07-12,MSFT,467.8
2026-07-13,MSFT,459.65
2026-07-14,MSFT,464.38
2026-07-15,MSFT,456.02
2026-07-16,MSFT,457.7
2026-07-17,MSFT,465.45
2026-07-18,MSFT,465.2
2026-07-19,MSFT,467.01
2026-07-20,MSFT,472.5
2026-07-21,MSFT,474.03
2026-07-22,MSFT,474.15
2026-07-23,MSFT,484.26
2026-07-24,MSFT,491.54
2026-07-25,MSFT,490.35
2026-07-26,MSFT,508.54
2026-07-27,MSFT,501.67
2026-07-28,MSFT,508.34
2026-07-29,MSFT,507.3
2026-07-30,MSFT,508.88
2026-07-31,MSFT,514.26
2026-08-01,MSFT,516.47
2026-08-02,MSFT,521.48
2026-08-03,MSFT,511.86
2026-08-04,MSFT,502.53
2026-08-05,MSFT,507.25
2026-08-06,MSFT,501.61
2026-08-07,MSFT,495.62
2026-08-08,MSFT,486.84
2026-08-09,MSFT,495.54
2026-08-10,MSFT,501.04
2026-08-11,MSFT,511.34
2026-08-12,MSFT,505.82
2026-08-13,MSFT,506.53
2026-08-14,MSFT,499.73
2026-08-15,MSFT,505.41
2026-08-16,MSFT,516.56
2026-08-17,MSFT,511.31
2026-08-18,MSFT,522.4
2026-08-19,MSFT,529.84
2026-08-20,MSFT,529.36
2026-08-21,MSFT,516.53
2026-08-22,MSFT,526.7
2026-08-23,MSFT,526.78
2026-08-24,MSFT,523.39
2026-08-25,MSFT,526.84
2026-08-26,MSFT,530.39
2026-08-27,MSFT,541.46
2026-08-28,MSFT,535.04
2026-08-29,MSFT,543.69
2026-08-30,MSFT,554.96
2026-08-31,MSFT,566.21
2026-09-01,MSFT,565.67
2026-09-02,MSFT,560.99
2026-09-03,MSFT,569.2
2026-09-04,MSFT,570.85
2026-09-05,MSFT,572.57
2026-09-06,MSFT,583.97
2026-09-07,MSFT,582.79
2026-09-08,MSFT,566.21
2026-09-09,MSFT,564.15
2026-09-10,MSFT,551.34
2026-09-11,MSFT,557.98
2026-09-12,MSFT,561.06
2026-09-13,MSFT,557.39
2026-09-14,MSFT,558.1
2026-09-15,MSFT,564.92
2026-05-19,GOOGL,165
2026-05-20,GOOGL,165.31
2026-05-21,GOOGL,168.92
2026-05-22,GOOGL,168.86
2026-05-23,GOOGL,171.77
2026-05-24,GOOGL,175.97
2026-05-25,GOOGL,180.61
2026-05-26,GOOGL,178.78
2026-05-27,GOOGL,181.4
2026-05-28,GOOGL,176.06
2026-05-29,GOOGL,173.11
2026-05-30,GOOGL,167.78
2026-05-31,GOOGL,170.75
2026-06-01,GOOGL,167.49
2026-06-02,GOOGL,167.56
2026-06-03,GOOGL,167.15
2026-06-04,GOOGL,167.17
2026-06-05,GOOGL,165.69
2026-06-06,GOOGL,166.41
2026-06-07,GOOGL,171.28
2026-06-08,GOOGL,171.5
2026-06-09,GOOGL,173.06
2026-06-10,GOOGL,175.93
2026-06-11,GOOGL,175.48
2026-06-12,GOOGL,172.05
2026-06-13,GOOGL,170.62
2026-06-14,GOOGL,173.65
2026-06-15,GOOGL,169.18
2026-06-16,GOOGL,167.66
2026-06-17,GOOGL,170.46
2026-06-18,GOOGL,172.72
2026-06-19,GOOGL,172.84
2026-06-20,GOOGL,175.17
2026-06-21,GOOGL,175.74
2026-06-22,GOOGL,172.53
2026-06-23,GOOGL,168.32
2026-06-24,GOOGL,166.7
2026-06-25,GOOGL,169.26
2026-06-26,GOOGL,167.83
2026-06-27,GOOGL,165.51
2026-06-28,GOOGL,163.57
2026-06-29,GOOGL,159.66
2026-06-30,GOOGL,159.46
2026-07-01,GOOGL,156.55
2026-07-02,GOOGL,157.56
2026-07-03,GOOGL,151.7
2026-07-04,GOOGL,152.59
2026-07-05,GOOGL,151.12
2026-07-06,GOOGL,146.51
2026-07-07,GOOGL,148.3
2026-07-08,GOOGL,147.74
2026-07-09,GOOGL,142.56
2026-07-10,GOOGL,140.65
2026-07-11,GOOGL,141.39
2026-07-12,GOOGL,140.44
2026-07-13,GOOGL,142.28
2026-07-14,GOOGL,144.07
2026-07-15,GOOGL,145.69
2026-07-16,GOOGL,146.54
2026-07-17,GOOGL,149.75
2026-07-18,GOOGL,151.42
2026-07-19,GOOGL,152.6
2026-07-20,GOOGL,147.6
2026-07-21,GOOGL,149.81
2026-07-22,GOOGL,153.04
2026-07-23,GOOGL,152.4
2026-07-24,GOOGL,151.35
2026-07-25,GOOGL,156.14
2026-07-26,GOOGL,151.84
2026-07-27,GOOGL,153.07
2026-07-28,GOOGL,159.1
2026-07-29,GOOGL,156.83
2026-07-30,GOOGL,158.65
2026-07-31,GOOGL,163.53
2026-08-01,GOOGL,163.31
2026-08-02,GOOGL,164.87
2026-08-03,GOOGL,167.35
2026-08-04,GOOGL,165.03
2026-08-05,GOOGL,164.89
2026-08-06,GOOGL,165.76
2026-08-07,GOOGL,168.05
2026-08-08,GOOGL,168.06
2026-08-09,GOOGL,167.64
2026-08-10,GOOGL,165.02
2026-08-11,GOOGL,164.17
2026-08-12,GOOGL,166.61
2026-08-13,GOOGL,166.98
2026-08-14,GOOGL,164.8
2026-08-15,GOOGL,162.68
2026-08-16,GOOGL,169.72
2026-08-17,GOOGL,172.92
2026-08-18,GOOGL,174.79
2026-08-19,GOOGL,167.64
2026-08-20,GOOGL,169.41
2026-08-21,GOOGL,170.81
2026-08-22,GOOGL,175.52
2026-08-23,GOOGL,176.83
2026-08-24,GOOGL,176.75
2026-08-25,GOOGL,178.33
2026-08-26,GOOGL,172.89
2026-08-27,GOOGL,175.85
2026-08-28,GOOGL,176.87
2026-08-29,GOOGL,174.99
2026-08-30,GOOGL,178.81
2026-08-31,GOOGL,184.09
2026-09-01,GOOGL,180.07
2026-09-02,GOOGL,178.26
2026-09-03,GOOGL,179.2
2026-09-04,GOOGL,179.83
2026-09-05,GOOGL,178.79
2026-09-06,GOOGL,176.11
2026-09-07,GOOGL,182.19
2026-09-08,GOOGL,185.32
2026-09-09,GOOGL,181.89
2026-09-10,GOOGL,178.08
2026-09-11,GOOGL,183.04
2026-09-12,GOOGL,186.05
2026-09-13,GOOGL,191.58
2026-09-14,GOOGL,194.18
2026-09-15,GOOGL,191.59
2026-05-19,NVDA,120
2026-05-20,NVDA,121.36
2026-05-21,NVDA,113.92
2026-05-22,NVDA,111.76
2026-05-23,NVDA,111.95
2026-05-24,NVDA,114.1
2026-05-25,NVDA,112.01
2026-05-26,NVDA,111.98
2026-05-27,NVDA,113.91
2026-05-28,NVDA,115.6
2026-05-29,NVDA,118.22
2026-05-30,NVDA,119.37
2026-05-31,NVDA,118.63
2026-06-01,NVDA,121.85
2026-06-02,NVDA,122.46
2026-06-03,NVDA,119.85
2026-06-04,NVDA,118.02
2026-06-05,NVDA,118.43
2026-06-06,NVDA,118.46
2026-06-07,NVDA,119.43
2026-06-08,NVDA,119.85
2026-06-09,NVDA,120.9
2026-06-10,NVDA,120.84
2026-06-11,NVDA,116.7
2026-06-12,NVDA,118.58
2026-06-13,NVDA,122.74
2026-06-14,NVDA,124.77
2026-06-15,NVDA,124.5
2026-06-16,NVDA,126.6
2026-06-17,NVDA,123.38
2026-06-18,NVDA,116.79
2026-06-19,NVDA,117.41
2026-06-20,NVDA,114.54
2026-06-21,NVDA,117.48
2026-06-22,NVDA,114.07
2026-06-23,NVDA,105.47
2026-06-24,NVDA,102.55
2026-06-25,NVDA,107.76
2026-06-26,NVDA,106.9
2026-06-27,NVDA,102.88
2026-06-28,NVDA,100.88
2026-06-29,NVDA,102.81
2026-06-30,NVDA,104.7
2026-07-01,NVDA,105.62
2026-07-02,NVDA,110.69
2026-07-03,NVDA,113.42
2026-07-04,NVDA,113.75
2026-07-05,NVDA,116.18
2026-07-06,NVDA,122.35
2026-07-07,NVDA,126.34
2026-07-08,NVDA,130.66
2026-07-09,NVDA,126.87
2026-07-10,NVDA,126.75
2026-07-11,NVDA,129.97
2026-07-12,NVDA,129.27
2026-07-13,NVDA,133.87
2026-07-14,NVDA,136.73
2026-07-15,NVDA,140.93
2026-07-16,NVDA,140.53
2026-07-17,NVDA,151.76
2026-07-18,NVDA,157.94
2026-07-19,NVDA,157.47
2026-07-20,NVDA,158.45
2026-07-21,NVDA,171.34
2026-07-22,NVDA,170.18
2026-07-23,NVDA,175.24
2026-07-24,NVDA,181.01
2026-07-25,NVDA,181.68
2026-07-26,NVDA,175.95
2026-07-27,NVDA,177.56
2026-07-28,NVDA,180.1
2026-07-29,NVDA,186.83
2026-07-30,NVDA,191.87
2026-07-31,NVDA,192.68
2026-08-01,NVDA,198.29
2026-08-02,NVDA,202.2
2026-08-03,NVDA,204.16
2026-08-04,NVDA,205.21
2026-08-05,NVDA,204.43
2026-08-06,NVDA,209.35
2026-08-07,NVDA,203.46
2026-08-08,NVDA,200.33
2026-08-09,NVDA,201.06
2026-08-10,NVDA,192.93
2026-08-11,NVDA,191.08
2026-08-12,NVDA,180.23
2026-08-13,NVDA,177.17
2026-08-14,NVDA,180.81
2026-08-15,NVDA,184.52
2026-08-16,NVDA,184.86
2026-08-17,NVDA,184.22
2026-08-18,NVDA,177.03
2026-08-19,NVDA,187.36
2026-08-20,NVDA,190.92
2026-08-21,NVDA,197.85
2026-08-22,NVDA,193.31
2026-08-23,NVDA,192.91
2026-08-24,NVDA,183.06
2026-08-25,NVDA,187.99
2026-08-26,NVDA,193.92
2026-08-27,NVDA,183.56
2026-08-28,NVDA,183.92
2026-08-29,NVDA,188.04
2026-08-30,NVDA,178.76
2026-08-31,NVDA,169.6
2026-09-01,NVDA,164.77
2026-09-02,NVDA,162.24
2026-09-03,NVDA,155.98
2026-09-04,NVDA,156.67
2026-09-05,NVDA,158.39
2026-09-06,NVDA,161.96
2026-09-07,NVDA,165.94
2026-09-08,NVDA,174.0
2026-09-09,NVDA,180.69
2026-09-10,NVDA,174.21
2026-09-11,NVDA,172.18
2026-09-12,NVDA,167.31
2026-09-13,NVDA,162.49
2026-09-14,NVDA,162.66
2026-09-15,NVDA,163.26
2026-05-19,AMZN,178
2026-05-20,AMZN,179.71
2026-05-21,AMZN,174.72
2026-05-22,AMZN,170.97
2026-05-23,AMZN,171.04
2026-05-24,AMZN,170.56
2026-05-25,AMZN,169.74
2026-05-26,AMZN,169.68
2026-05-27,AMZN,167.5
2026-05-28,AMZN,169.75
2026-05-29,AMZN,170.97
2026-05-30,AMZN,170.84
2026-05-31,AMZN,168.91
2026-06-01,AMZN,168.52
2026-06-02,AMZN,160.4
2026-06-03,AMZN,157.7
2026-06-04,AMZN,157.93
2026-06-05,AMZN,153.78
2026-06-06,AMZN,154.46
2026-06-07,AMZN,154.99
2026-06-08,AMZN,151.27
2026-06-09,AMZN,150.71
2026-06-10,AMZN,149.98
2026-06-11,AMZN,151.34
2026-06-12,AMZN,153.13
2026-06-13,AMZN,153.15
2026-06-14,AMZN,150.93
2026-06-15,AMZN,150.66
2026-06-16,AMZN,150.6
2026-06-17,AMZN,152.71
2026-06-18,AMZN,153.64
2026-06-19,AMZN,151.76
2026-06-20,AMZN,148.18
2026-06-21,AMZN,147.3
2026-06-22,AMZN,145.45
2026-06-23,AMZN,142.66
2026-06-24,AMZN,142.48
2026-06-25,AMZN,141.33
2026-06-26,AMZN,141.71
2026-06-27,AMZN,143.16
2026-06-28,AMZN,142.21
2026-06-29,AMZN,148.27
2026-06-30,AMZN,147.53
2026-07-01,AMZN,150.57
2026-07-02,AMZN,151.02
2026-07-03,AMZN,154.17
2026-07-04,AMZN,147.7
2026-07-05,AMZN,145.82
2026-07-06,AMZN,146.59
2026-07-07,AMZN,148.3
2026-07-08,AMZN,154.66
2026-07-09,AMZN,155.68
2026-07-10,AMZN,159.39
2026-07-11,AMZN,161.72
2026-07-12,AMZN,164.61
2026-07-13,AMZN,166.25
2026-07-14,AMZN,165.92
2026-07-15,AMZN,167.57
2026-07-16,AMZN,164.45
2026-07-17,AMZN,168.08
2026-07-18,AMZN,165.14
2026-07-19,AMZN,166.01
2026-07-20,AMZN,172.48
2026-07-21,AMZN,171.92
2026-07-22,AMZN,172.12
2026-07-23,AMZN,175.86
2026-07-24,AMZN,176.08
2026-07-25,AMZN,173.66
2026-07-26,AMZN,174.61
2026-07-27,AMZN,176.58
2026-07-28,AMZN,178.98
2026-07-29,AMZN,176.63
2026-07-30,AMZN,182.34
2026-07-31,AMZN,187.96
2026-08-01,AMZN,188.17
2026-08-02,AMZN,189.23
2026-08-03,AMZN,187.92
2026-08-04,AMZN,192.85
2026-08-05,AMZN,190.56
2026-08-06,AMZN,193.02
2026-08-07,AMZN,191.51
2026-08-08,AMZN,189.27
2026-08-09,AMZN,191.87
2026-08-10,AMZN,196.63
2026-08-11,AMZN,196.75
2026-08-12,AMZN,194.51
2026-08-13,AMZN,197.51
2026-08-14,AMZN,197.49
2026-08-15,AMZN,198.75
2026-08-16,AMZN,204.36
2026-08-17,AMZN,208.69
2026-08-18,AMZN,206.9
2026-08-19,AMZN,215.57
2026-08-20,AMZN,215.76
2026-08-21,AMZN,218.99
2026-08-22,AMZN,216.61
2026-08-23,AMZN,216.61
2026-08-24,AMZN,209.96
2026-08-25,AMZN,216.88
2026-08-26,AMZN,222.39
2026-08-27,AMZN,217.7
2026-08-28,AMZN,211.98
2026-08-29,AMZN,205.96
2026-08-30,AMZN,210.48
2026-08-31,AMZN,208.91
2026-09-01,AMZN,208.85
2026-09-02,AMZN,207.84
2026-09-03,AMZN,207.55
2026-09-04,AMZN,203.65
2026-09-05,AMZN,203.9
2026-09-06,AMZN,198.79
2026-09-07,AMZN,198.69
2026-09-08,AMZN,199.95
2026-09-09,AMZN,201.79
2026-09-10,AMZN,201.11
2026-09-11,AMZN,198.0
2026-09-12,AMZN,198.73
2026-09-13,AMZN,197.16
2026-09-14,AMZN,202.87
2026-09-15,AMZN,205.84
2026-05-19,TSLA,240
2026-05-20,TSLA,238.67
2026-05-21,TSLA,234.38
2026-05-22,TSLA,228.26
2026-05-23,TSLA,220.43
2026-05-24,TSLA,217.38
2026-05-25,TSLA,219.3
2026-05-26,TSLA,222.93
2026-05-27,TSLA,227.03
2026-05-28,TSLA,243.37
2026-05-29,TSLA,237.0
2026-05-30,TSLA,236.75
2026-05-31,TSLA,259.55
2026-06-01,TSLA,242.2
2026-06-02,TSLA,237.42
2026-06-03,TSLA,238.47
2026-06-04,TSLA,239.4
2026-06-05,TSLA,242.46
2026-06-06,TSLA,240.07
2026-06-07,TSLA,242.79
2026-06-08,TSLA,242.87
2026-06-09,TSLA,249.06
2026-06-10,TSLA,232.19
2026-06-11,TSLA,224.65
2026-06-12,TSLA,224.3
2026-06-13,TSLA,215.86
2026-06-14,TSLA,207.64
2026-06-15,TSLA,211.89
2026-06-16,TSLA,206.75
2026-06-17,TSLA,211.03
2026-06-18,TSLA,216.22
2026-06-19,TSLA,218.22
2026-06-20,TSLA,221.77
2026-06-21,TSLA,220.63
2026-06-22,TSLA,209.42
2026-06-23,TSLA,208.89
2026-06-24,TSLA,211.9
2026-06-25,TSLA,207.66
2026-06-26,TSLA,206.63
2026-06-27,TSLA,211.74
2026-06-28,TSLA,204.91
2026-06-29,TSLA,209.19
2026-06-30,TSLA,222.51
2026-07-01,TSLA,217.86
2026-07-02,TSLA,218.65
2026-07-03,TSLA,217.17
2026-07-04,TSLA,228.55
2026-07-05,TSLA,230.74
2026-07-06,TSLA,237.64
2026-07-07,TSLA,231.54
2026-07-08,TSLA,231.06
2026-07-09,TSLA,230.63
2026-07-10,TSLA,215.95
2026-07-11,TSLA,226.52
2026-07-12,TSLA,233.31
2026-07-13,TSLA,218.68
2026-07-14,TSLA,224.05
2026-07-15,TSLA,222.69
2026-07-16,TSLA,225.85
2026-07-17,TSLA,228.41
2026-07-18,TSLA,216.08
2026-07-19,TSLA,214.15
2026-07-20,TSLA,225.02
2026-07-21,TSLA,220.16
2026-07-22,TSLA,211.95
2026-07-23,TSLA,201.55
2026-07-24,TSLA,192.63
2026-07-25,TSLA,194.6
2026-07-26,TSLA,205.84
2026-07-27,TSLA,208.63
2026-07-28,TSLA,210.11
2026-07-29,TSLA,226.22
2026-07-30,TSLA,221.77
2026-07-31,TSLA,216.21
2026-08-01,TSLA,219.88
2026-08-02,TSLA,223.77
2026-08-03,TSLA,215.49
2026-08-04,TSLA,206.34
2026-08-05,TSLA,208.13
2026-08-06,TSLA,209.62
2026-08-07,TSLA,199.72
2026-08-08,TSLA,198.01
2026-08-09,TSLA,193.95
2026-08-10,TSLA,196.78
2026-08-11,TSLA,195.68
2026-08-12,TSLA,194.8
2026-08-13,TSLA,192.1
2026-08-14,TSLA,198.9
2026-08-15,TSLA,208.28
2026-08-16,TSLA,205.29
2026-08-17,TSLA,211.06
2026-08-18,TSLA,205.15
2026-08-19,TSLA,205.36
2026-08-20,TSLA,210.44
2026-08-21,TSLA,221.28
2026-08-22,TSLA,217.99
2026-08-23,TSLA,217.1
2026-08-24,TSLA,218.27
2026-08-25,TSLA,206.5
2026-08-26,TSLA,206.31
2026-08-27,TSLA,201.12
2026-08-28,TSLA,203.43
2026-08-29,TSLA,195.08
2026-08-30,TSLA,181.29
2026-08-31,TSLA,181.26
2026-09-01,TSLA,182.64
2026-09-02,TSLA,178.86
2026-09-03,TSLA,184.16
2026-09-04,TSLA,182.12
2026-09-05,TSLA,177.99
2026-09-06,TSLA,180.7
2026-09-07,TSLA,170.51
2026-09-08,TSLA,166.21
2026-09-09,TSLA,165.84
2026-09-10,TSLA,170.52
2026-09-11,TSLA,169.29
2026-09-12,TSLA,170.86
2026-09-13,TSLA,166.68
2026-09-14,TSLA,168.19
2026-09-15,TSLA,177.73
2026-05-19,META,480
2026-05-20,META,473.99
2026-05-21,META,496.99
2026-05-22,META,491.19
2026-05-23,META,491.95
2026-05-24,META,494.25
2026-05-25,META,504.97
2026-05-26,META,493.08
2026-05-27,META,472.96
2026-05-28,META,479.26
2026-05-29,META,487.46
2026-05-30,META,494.13
2026-05-31,META,520.72
2026-06-01,META,523.48
2026-06-02,META,526.77
2026-06-03,META,537.19
2026-06-04,META,541.8
2026-06-05,META,560.48
2026-06-06,META,547.27
2026-06-07,META,543.82
2026-06-08,META,507.01
2026-06-09,META,515.86
2026-06-10,META,512.64
2026-06-11,META,522.73
2026-06-12,META,545.88
2026-06-13,META,546.47
2026-06-14,META,544.34
2026-06-15,META,539.55
2026-06-16,META,531.16
2026-06-17,META,525.1
2026-06-18,META,532.44
2026-06-19,META,533.47
2026-06-20,META,534.82
2026-06-21,META,533.61
2026-06-22,META,544.01
2026-06-23,META,550.04
2026-06-24,META,549.14
2026-06-25,META,557.1
2026-06-26,META,556.08
2026-06-27,META,543.93
2026-06-28,META,560.41
2026-06-29,META,566.3
2026-06-30,META,556.14
2026-07-01,META,568.81
2026-07-02,META,573.42
2026-07-03,META,556.17
2026-07-04,META,574.75
2026-07-05,META,579.27
2026-07-06,META,590.29
2026-07-07,META,593.33
2026-07-08,META,592.27
2026-07-09,META,574.64
2026-07-10,META,586.5
2026-07-11,META,587.56
2026-07-12,META,584.9
2026-07-13,META,589.71
2026-07-14,META,591.34
2026-07-15,META,600.04
2026-07-16,META,596.31
2026-07-17,META,596.59
2026-07-18,META,571.78
2026-07-19,META,567.63
2026-07-20,META,575.98
2026-07-21,META,592.07
2026-07-22,META,588.47
2026-07-23,META,587.75
2026-07-24,META,607.07
2026-07-25,META,603.84
2026-07-26,META,613.43
2026-07-27,META,634.76
2026-07-28,META,636.03
2026-07-29,META,652.4
2026-07-30,META,643.91
2026-07-31,META,647.36
2026-08-01,META,647.14
2026-08-02,META,649.4
2026-08-03,META,664.85
2026-08-04,META,697.43
2026-08-05,META,688.98
2026-08-06,META,681.88
2026-08-07,META,689.48
2026-08-08,META,675.76
2026-08-09,META,683.29
2026-08-10,META,691.93
2026-08-11,META,688.92
2026-08-12,META,697.07
2026-08-13,META,676.31
2026-08-14,META,687.4
2026-08-15,META,666.99
2026-08-16,META,658.5
2026-08-17,META,651.97
2026-08-18,META,647.52
2026-08-19,META,659.42
2026-08-20,META,661.29
2026-08-21,META,656.83
2026-08-22,META,664.76
2026-08-23,META,686.58
2026-08-24,META,687.49
2026-08-25,META,693.34
2026-08-26,META,711.36
2026-08-27,META,716.02
2026-08-28,META,698.49
2026-08-29,META,734.12
2026-08-30,META,767.42
2026-08-31,META,737.88
2026-09-01,META,738.19
2026-09-02,META,745.24
2026-09-03,META,760.53
2026-09-04,META,771.62
2026-09-05,META,768.35
2026-09-06,META,753.08
2026-09-07,META,755.53
2026-09-08,META,772.05
2026-09-09,META,756.15
2026-09-10,META,741.52
2026-09-11,META,742.04
2026-09-12,META,714.18
2026-09-13,META,711.32
2026-09-14,META,705.96
2026-09-15,META,713.17
2026-05-19,JPM,195
2026-05-20,JPM,193.44
2026-05-21,JPM,191.47
2026-05-22,JPM,190.64
2026-05-23,JPM,190.6
2026-05-24,JPM,189.16
2026-05-25,JPM,189.26
2026-05-26,JPM,191.04
2026-05-27,JPM,193.83
2026-05-28,JPM,197.87
2026-05-29,JPM,196.09
2026-05-30,JPM,195.18
2026-05-31,JPM,189.44
2026-06-01,JPM,193.83
2026-06-02,JPM,192.22
2026-06-03,JPM,192.22
2026-06-04,JPM,193.5
2026-06-05,JPM,190.42
2026-06-06,JPM,191.56
2026-06-07,JPM,191.58
2026-06-08,JPM,187.46
2026-06-09,JPM,188.19
2026-06-10,JPM,190.96
2026-06-11,JPM,186.76
2026-06-12,JPM,188.64
2026-06-13,JPM,189.19
2026-06-14,JPM,190.34
2026-06-15,JPM,191.42
2026-06-16,JPM,194.49
2026-06-17,JPM,194.05
2026-06-18,JPM,196.16
2026-06-19,JPM,195.27
2026-06-20,JPM,197.05
2026-06-21,JPM,195.2
2026-06-22,JPM,195.02
2026-06-23,JPM,199.15
2026-06-24,JPM,200.29
2026-06-25,JPM,199.99
2026-06-26,JPM,197.32
2026-06-27,JPM,195.53
2026-06-28,JPM,196.06
2026-06-29,JPM,198.35
2026-06-30,JPM,199.44
2026-07-01,JPM,200.77
2026-07-02,JPM,200.75
2026-07-03,JPM,204.09
2026-07-04,JPM,203.21
2026-07-05,JPM,201.95
2026-07-06,JPM,204.18
2026-07-07,JPM,204.42
2026-07-08,JPM,203.82
2026-07-09,JPM,202.49
2026-07-10,JPM,201.95
