transaction_id,date,account_id,amount,category
531,2024-01-04,ACC1014,1573.22,Electronics
116,2024-01-05,ACC1017,1959.12,Dining
99,2024-01-05,ACC1006,753.36,Healthcare
684,2024-01-05,ACC1002,733.85,Groceries
181,2024-01-05,ACC1015,1366.77,Electronics
191,2024-01-05,ACC1009,2036.47,Groceries
202,2024-01-05,ACC1019,1095.28,Entertainment
209,2024-01-05,ACC1012,282.72,Travel
630,2024-01-05,ACC1010,1211.45,Dining
624,2024-01-05,ACC1019,3080.78,Dining
398,2024-01-05,ACC1013,2386.05,Transfer
215,2024-01-05,ACC1000,2352.54,Dining
606,2024-01-05,ACC1000,723.63,Groceries
598,2024-01-05,ACC1020,824.29,Groceries
579,2024-01-05,ACC1021,407.33,Entertainment
330,2024-01-05,ACC1014,1372.15,Travel
83,2024-01-05,ACC1001,221.29,Utilities
204,2024-01-05,ACC1014,593.91,Groceries
74,2024-01-05,ACC1008,4034.2,Electronics
1,2024-01-05,ACC1019,2268.28,Healthcare
66,2024-01-05,ACC1000,4362.81,Dining
35,2024-01-05,ACC1016,1527.19,Healthcare
32,2024-01-05,ACC1017,1834.21,Electronics
18,2024-01-06,ACC1021,1016.51,Entertainment
60,2024-01-06,ACC1007,638.3,Entertainment
473,2024-01-06,ACC1019,214.92,Electronics
56,2024-01-06,ACC1018,3483.9,Electronics
96,2024-01-06,ACC1015,2239.44,Healthcare
4,2024-01-06,ACC1004,1402.7,Dining
111,2024-01-06,ACC1003,914.29,Utilities
411,2024-01-06,ACC1002,2648.38,Utilities
500,2024-01-06,ACC1002,1372.46,Transfer
400,2024-01-06,ACC1009,1657.3,Entertainment
250,2024-01-06,ACC1001,2147.05,Travel
360,2024-01-06,ACC1024,3134.83,Groceries
507,2024-01-06,ACC1007,2821.25,Dining
63,2024-01-06,ACC1012,3246.46,Entertainment
45,2024-01-06,ACC1007,4119.55,Electronics
312,2024-01-06,ACC1007,1581.54,Electronics
293,2024-01-06,ACC1016,1764.12,Healthcare
595,2024-01-06,ACC1012,1162.64,Transfer
133,2024-01-06,ACC1002,1505.71,Dining
109,2024-01-07,ACC1009,2428.42,Healthcare
148,2024-01-07,ACC1012,847.1,Travel
65,2024-01-07,ACC1015,1428.99,Transfer
573,2024-01-07,ACC1000,687.56,Healthcare
433,2024-01-07,ACC1001,1695.28,Utilities
432,2024-01-07,ACC1009,788.19,Electronics
408,2024-01-07,ACC1003,1615.48,Entertainment
355,2024-01-07,ACC1024,1950.98,Utilities
350,2024-01-07,ACC1008,615.64,Travel
134,2024-01-07,ACC1015,1707.76,Utilities
653,2024-01-07,ACC1007,1124.05,Travel
714,2024-01-07,ACC1022,12442.1,Entertainment
562,2024-01-07,ACC1021,620.77,Travel
146,2024-01-08,ACC1022,153.03,Groceries
787,2024-01-08,ACC1012,1500.39,Healthcare
549,2024-01-08,ACC1010,502.34,Groceries
27,2024-01-08,ACC1009,1252.68,Electronics
535,2024-01-08,ACC1000,774.44,Dining
498,2024-01-08,ACC1004,759.33,Groceries
59,2024-01-08,ACC1005,2115.09,Travel
437,2024-01-08,ACC1007,1404.71,Electronics
334,2024-01-08,ACC1001,2595.16,Utilities
310,2024-01-08,ACC1011,3452.02,Transfer
273,2024-01-08,ACC1006,2442.58,Transfer
550,2024-01-08,ACC1010,2058.02,Electronics
201,2024-01-08,ACC1014,913.37,Travel
286,2024-01-08,ACC1014,345.31,Groceries
725,2024-01-08,ACC9999,3229.75,Entertainment
699,2024-01-08,ACC1009,1316.02,Dining
654,2024-01-08,ACC1015,1811.24,Dining
119,2024-01-08,ACC1001,392.55,Transfer
78,2024-01-08,ACC1012,1500.39,Healthcare
755,2024-01-09,ACC9999,1167.1,Dining
240,2024-01-09,ACC1024,457.24,Dining
567,2024-01-09,ACC1017,1595.01,Electronics
445,2024-01-09,ACC1019,584.85,Groceries
157,2024-01-09,ACC1007,2904.82,Electronics
555,2024-01-09,ACC1021,1277.23,Entertainment
553,2024-01-09,ACC1013,2697.41,Transfer
216,2024-01-09,ACC1017,2658.6,Entertainment
534,2024-01-09,ACC1001,1367.39,Electronics
480,2024-01-09,ACC1000,1470.63,Healthcare
291,2024-01-09,ACC1016,949.44,Utilities
707,2024-01-09,ACC1000,24207.94,Healthcare
189,2024-01-09,ACC1024,225.66,Transfer
588,2024-01-09,ACC1012,2137.79,Travel
397,2024-01-09,ACC1024,3077.94,Electronics
646,2024-01-09,ACC1004,349.78,Healthcare
695,2024-01-09,ACC1005,2839.63,Groceries
644,2024-01-09,ACC1007,519.66,Electronics
251,2024-01-09,ACC1002,1421.96,Utilities
633,2024-01-09,ACC1004,1347.92,Healthcare
348,2024-01-09,ACC1022,380.76,Groceries
781,2024-01-10,ACC1004,508.43,Entertainment
298,2024-01-10,ACC1019,111.33,Dining
93,2024-01-10,ACC1020,1403.25,Entertainment
542,2024-01-10,ACC1004,508.43,Entertainment
127,2024-01-10,ACC1022,2540.23,Utilities
558,2024-01-10,ACC1013,368.55,Healthcare
153,2024-01-10,ACC1020,1145.32,Transfer
245,2024-01-10,ACC1024,4088.44,Dining
677,2024-01-10,ACC1019,1547.95,Healthcare
659,2024-01-10,ACC1021,2608.62,Transfer
410,2024-01-10,ACC1016,3105.63,Transfer
512,2024-01-11,ACC1019,1037.25,Electronics
138,2024-01-11,ACC1014,1060.68,Healthcare
12,2024-01-11,ACC1004,452.64,Transfer
529,2024-01-11,ACC1024,1112.86,Utilities
22,2024-01-11,ACC1022,2181.16,Travel
682,2024-01-11,ACC1021,489.03,Dining
47,2024-01-11,ACC1000,4961.02,Electronics
412,2024-01-11,ACC1021,1121.33,Utilities
465,2024-01-11,ACC1007,1120.91,Electronics
6,2024-01-11,ACC1021,1282.43,Transfer
211,2024-01-11,ACC1008,307.99,Entertainment
212,2024-01-11,ACC1008,1647.0,Electronics
419,2024-01-11,ACC1005,1655.88,Healthcare
217,2024-01-11,ACC1014,1438.25,Healthcare
672,2024-01-11,ACC1002,1422.7,Groceries
449,2024-01-11,ACC1004,818.26,Healthcare
317,2024-01-11,ACC1012,1528.42,Travel
220,2024-01-12,ACC1024,4157.44,Entertainment
234,2024-01-12,ACC1013,1764.67,Utilities
492,2024-01-12,ACC1008,885.91,Dining
341,2024-01-12,ACC1018,691.04,Groceries
490,2024-01-12,ACC1018,414.62,Dining
479,2024-01-12,ACC1013,1776.14,Transfer
763,2024-01-12,ACC9999,1489.43,Utilities
254,2024-01-12,ACC1002,1399.47,Dining
379,2024-01-12,ACC1014,546.29,Healthcare
256,2024-01-12,ACC1007,1580.12,Dining
177,2024-01-12,ACC1023,1851.74,Utilities
685,2024-01-12,ACC1018,2327.49,Groceries
504,2024-01-12,ACC1019,385.59,Transfer
634,2024-01-12,ACC1006,850.13,Travel
523,2024-01-12,ACC1022,1374.75,Dining
526,2024-01-12,ACC1000,1898.25,Dining
628,2024-01-12,ACC1014,983.67,Groceries
618,2024-01-12,ACC1008,719.75,Entertainment
597,2024-01-12,ACC1000,156.24,Dining
106,2024-01-13,ACC1007,1769.79,Electronics
564,2024-01-13,ACC1018,530.43,Entertainment
438,2024-01-13,ACC1017,151.41,Travel
569,2024-01-13,ACC1006,3965.22,Utilities
467,2024-01-13,ACC1003,1961.88,Groceries
435,2024-01-13,ACC1006,1704.37,Travel
673,2024-01-13,ACC1001,2408.67,Travel
694,2024-01-13,ACC1013,602.46,Healthcare
770,2024-01-13,ACC9999,806.24,Healthcare
43,2024-01-13,ACC1000,1502.2,Travel
454,2024-01-13,ACC1000,274.14,Utilities
601,2024-01-14,ACC1018,2307.68,Entertainment
651,2024-01-14,ACC1014,76.79,Healthcare
501,2024-01-14,ACC1015,329.73,Utilities
232,2024-01-14,ACC1004,2648.72,Groceries
740,2024-01-14,ACC9999,1310.81,Travel
617,2024-01-14,ACC1014,1018.85,Travel
225,2024-01-14,ACC1018,1614.67,Transfer
325,2024-01-14,ACC1013,1854.59,Travel
309,2024-01-14,ACC1021,1272.07,Entertainment
308,2024-01-14,ACC1009,3469.43,Utilities
299,2024-01-14,ACC1015,2974.49,Groceries
551,2024-01-14,ACC1023,1367.05,Entertainment
39,2024-01-14,ACC1000,535.45,Electronics
150,2024-01-14,ACC1018,1438.73,Utilities
163,2024-01-14,ACC1014,416.8,Groceries
485,2024-01-14,ACC1016,1064.02,Dining
675,2024-01-14,ACC1014,1159.35,Electronics
58,2024-01-14,ACC1012,1171.55,Entertainment
168,2024-01-14,ACC1010,603.27,Travel
28,2024-01-14,ACC1023,380.69,Groceries
713,2024-01-15,ACC1020,12627.18,Travel
585,2024-01-15,ACC1013,885.86,Dining
777,2024-01-15,ACC1020,12627.18,Travel
575,2024-01-15,ACC1000,1426.16,Dining
414,2024-01-15,ACC1004,2528.9,Utilities
300,2024-01-15,ACC1011,1899.79,Healthcare
536,2024-01-15,ACC1022,2154.92,Travel
649,2024-01-15,ACC1018,76.18,Electronics
222,2024-01-15,ACC1007,2103.08,Electronics
226,2024-01-15,ACC1005,1553.94,Electronics
198,2024-01-15,ACC1000,1816.09,Travel
580,2024-01-15,ACC1007,1322.83,Utilities
619,2024-01-16,ACC1014,991.3,Electronics
751,2024-01-16,ACC9999,2192.13,Dining
488,2024-01-16,ACC1021,2453.56,Utilities
459,2024-01-16,ACC1018,2563.26,Electronics
327,2024-01-16,ACC1016,1234.22,Healthcare
614,2024-01-16,ACC1012,1437.13,Transfer
174,2024-01-16,ACC1012,864.7,Transfer
745,2024-01-16,ACC9999,1110.53,Entertainment
778,2024-01-16,ACC1016,1234.22,Healthcare
525,2024-01-16,ACC1006,910.74,Healthcare
681,2024-01-16,ACC1002,971.59,Utilities
424,2024-01-16,ACC1023,631.67,Dining
715,2024-01-16,ACC1004,14889.49,Utilities
496,2024-01-16,ACC1006,1468.4,Dining
691,2024-01-16,ACC1016,1645.32,Entertainment
292,2024-01-16,ACC1006,1716.47,Electronics
351,2024-01-16,ACC1006,889.32,Dining
271,2024-01-17,ACC1003,2935.29,Electronics
29,2024-01-17,ACC1022,979.66,Utilities
489,2024-01-17,ACC1018,354.77,Entertainment
339,2024-01-17,ACC1017,991.97,Utilities
493,2024-01-17,ACC1018,4422.41,Dining
261,2024-01-17,ACC1014,1891.59,Entertainment
457,2024-01-17,ACC1024,2978.0,Dining
460,2024-01-17,ACC1014,352.85,Utilities
670,2024-01-17,ACC1005,1516.14,Entertainment
545,2024-01-17,ACC1000,1628.23,Travel
249,2024-01-17,ACC1009,1712.04,Transfer
436,2024-01-17,ACC1008,126.36,Utilities
660,2024-01-17,ACC1008,2893.85,Electronics
399,2024-01-17,ACC1023,1746.37,Healthcare
90,2024-01-17,ACC1010,514.74,Utilities
246,2024-01-17,ACC1015,1747.53,Utilities
590,2024-01-17,ACC1006,1441.76,Electronics
239,2024-01-17,ACC1024,3437.73,Travel
237,2024-01-17,ACC1013,784.17,Utilities
539,2024-01-18,ACC1001,1655.69,Utilities
731,2024-01-18,ACC9999,1468.33,Utilities
427,2024-01-18,ACC1004,1172.16,Travel
478,2024-01-18,ACC1019,1967.46,Electronics
766,2024-01-18,ACC9999,1589.71,Electronics
481,2024-01-18,ACC1008,735.8,Travel
621,2024-01-18,ACC1023,2055.29,Travel
776,2024-01-18,ACC1007,1455.21,Travel
774,2024-01-18,ACC9999,777.87,Healthcare
600,2024-01-18,ACC1008,1774.37,Groceries
779,2024-01-18,ACC9999,1589.71,Electronics
366,2024-01-18,ACC1012,1436.49,Healthcare
429,2024-01-18,ACC1007,1455.21,Travel
208,2024-01-18,ACC1007,524.56,Groceries
186,2024-01-18,ACC1021,2025.94,Electronics
229,2024-01-18,ACC1003,1379.52,Entertainment
88,2024-01-18,ACC1001,217.53,Electronics
108,2024-01-18,ACC1023,1553.38,Dining
313,2024-01-19,ACC1015,3432.92,Dining
503,2024-01-19,ACC1019,970.88,Transfer
266,2024-01-19,ACC1021,2921.68,Healthcare
712,2024-01-19,ACC1006,12723.71,Groceries
238,2024-01-19,ACC1016,1601.67,Utilities
704,2024-01-19,ACC1024,23138.66,Dining
147,2024-01-19,ACC1009,719.75,Healthcare
248,2024-01-19,ACC1012,2509.1,Utilities
668,2024-01-19,ACC1006,3099.9,Utilities
665,2024-01-19,ACC1003,1643.03,Entertainment
388,2024-01-19,ACC1006,2134.75,Groceries
657,2024-01-19,ACC1012,1347.17,Transfer
136,2024-01-19,ACC1015,913.5,Travel
741,2024-01-19,ACC9999,643.08,Utilities
742,2024-01-19,ACC9999,556.79,Healthcare
362,2024-01-19,ACC1009,202.18,Dining
759,2024-01-19,ACC9999,1914.99,Groceries
61,2024-01-19,ACC1004,2520.61,Transfer
491,2024-01-19,ACC1019,223.44,Transfer
780,2024-01-19,ACC1009,202.18,Dining
290,2024-01-19,ACC1014,1473.0,Entertainment
453,2024-01-19,ACC1005,456.53,Dining
444,2024-01-19,ACC1016,4670.02,Transfer
82,2024-01-19,ACC1023,482.84,Entertainment
612,2024-01-20,ACC1001,1404.45,Utilities
41,2024-01-20,ACC1023,121.1,Electronics
114,2024-01-20,ACC1018,1390.26,Transfer
390,2024-01-20,ACC1005,526.05,Entertainment
401,2024-01-20,ACC1017,1031.62,Transfer
200,2024-01-20,ACC1014,932.31,Healthcare
413,2024-01-20,ACC1004,1529.5,Entertainment
723,2024-01-20,ACC9999,831.88,Electronics
546,2024-01-20,ACC1015,283.56,Transfer
441,2024-01-20,ACC1022,941.24,Transfer
2,2024-01-20,ACC1005,389.95,Groceries
511,2024-01-20,ACC1002,592.35,Dining
364,2024-01-21,ACC1007,715.71,Healthcare
373,2024-01-21,ACC1000,379.03,Entertainment
610,2024-01-21,ACC1021,1399.14,Utilities
738,2024-01-21,ACC9999,725.42,Healthcare
117,2024-01-21,ACC1003,2372.99,Transfer
737,2024-01-21,ACC9999,1234.6,Electronics
782,2024-01-21,ACC9999,725.42,Healthcare
69,2024-01-21,ACC1005,509.55,Travel
193,2024-01-21,ACC1010,1315.28,Dining
589,2024-01-21,ACC1011,547.48,Healthcare
396,2024-01-21,ACC1007,978.38,Travel
282,2024-01-21,ACC1019,1577.3,Healthcare
343,2024-01-21,ACC1014,2099.57,Healthcare
214,2024-01-21,ACC1015,1148.75,Groceries
231,2024-01-21,ACC1014,1779.63,Electronics
26,2024-01-21,ACC1023,1849.72,Electronics
329,2024-01-21,ACC1020,1170.14,Groceries
571,2024-01-21,ACC1006,1517.43,Travel
332,2024-01-21,ACC1015,1348.39,Electronics
760,2024-01-21,ACC9999,1699.28,Utilities
187,2024-01-21,ACC1017,4775.45,Utilities
572,2024-01-21,ACC1000,1089.58,Utilities
336,2024-01-21,ACC1023,66.01,Dining
754,2024-01-21,ACC9999,1627.36,Utilities
149,2024-01-21,ACC1019,1873.65,Utilities
514,2024-01-22,ACC1018,369.99,Dining
434,2024-01-22,ACC1002,447.49,Transfer
137,2024-01-22,ACC1011,566.08,Electronics
544,2024-01-22,ACC1018,3407.39,Groceries
156,2024-01-22,ACC1006,1857.19,Dining
487,2024-01-22,ACC1001,851.06,Utilities
556,2024-01-22,ACC1023,534.52,Dining
443,2024-01-22,ACC1012,1679.08,Utilities
548,2024-01-22,ACC1004,818.35,Groceries
213,2024-01-22,ACC1001,1851.37,Utilities
402,2024-01-22,ACC1006,1432.99,Travel
623,2024-01-22,ACC1003,3179.19,Healthcare
650,2024-01-22,ACC1002,1706.45,Travel
101,2024-01-22,ACC1011,1409.12,Healthcare
315,2024-01-22,ACC1022,347.91,Electronics
690,2024-01-22,ACC1012,772.53,Utilities
68,2024-01-22,ACC1016,713.19,Groceries
765,2024-01-22,ACC9999,117.56,Travel
347,2024-01-22,ACC1014,587.08,Utilities
643,2024-01-22,ACC1010,396.94,Groceries
767,2024-01-23,ACC9999,464.96,Healthcare
592,2024-01-23,ACC1016,1389.66,Healthcare
584,2024-01-23,ACC1003,47.13,Travel
582,2024-01-23,ACC1000,1348.55,Dining
144,2024-01-23,ACC1021,1748.84,Transfer
426,2024-01-23,ACC1013,214.18,Electronics
23,2024-01-23,ACC1019,1038.68,Dining
228,2024-01-23,ACC1023,4184.81,Groceries
640,2024-01-23,ACC1014,686.8,Healthcare
383,2024-01-23,ACC1011,692.02,Utilities
95,2024-01-23,ACC1021,2945.69,Dining
532,2024-01-23,ACC1016,602.66,Healthcare
524,2024-01-23,ACC1008,157.21,Dining
746,2024-01-23,ACC9999,1501.24,Electronics
324,2024-01-23,ACC1014,2880.36,Dining
747,2024-01-23,ACC9999,1087.18,Entertainment
210,2024-01-23,ACC1013,531.69,Transfer
477,2024-01-23,ACC1014,737.24,Transfer
158,2024-01-23,ACC1000,239.92,Groceries
94,2024-01-24,ACC1004,449.08,Healthcare
574,2024-01-24,ACC1018,1778.95,Groceries
724,2024-01-24,ACC9999,1431.98,Utilities
102,2024-01-24,ACC1012,2041.47,Utilities
268,2024-01-24,ACC1007,623.39,Electronics
533,2024-01-24,ACC1003,307.7,Utilities
285,2024-01-24,ACC1008,2246.46,Entertainment
70,2024-01-24,ACC1018,857.87,Entertainment
430,2024-01-24,ACC1004,659.86,Healthcare
50,2024-01-24,ACC1004,916.47,Electronics
596,2024-01-24,ACC1008,1959.96,Groceries
349,2024-01-24,ACC1004,767.98,Groceries
152,2024-01-24,ACC1010,3822.48,Transfer
461,2024-01-24,ACC1016,1763.04,Healthcare
387,2024-01-24,ACC1023,1805.68,Electronics
386,2024-01-24,ACC1014,182.23,Electronics
143,2024-01-24,ACC1020,2071.22,Utilities
775,2024-01-24,ACC9999,2159.87,Entertainment
502,2024-01-24,ACC1017,360.61,Travel
270,2024-01-24,ACC1009,1107.55,Entertainment
276,2024-01-24,ACC1003,1856.46,Transfer
494,2024-01-24,ACC1001,2696.7,Healthcare
734,2024-01-25,ACC9999,702.81,Transfer
48,2024-01-25,ACC1011,601.31,Transfer
726,2024-01-25,ACC9999,527.26,Transfer
439,2024-01-25,ACC1019,3199.27,Groceries
5,2024-01-25,ACC1011,1751.59,Utilities
331,2024-01-25,ACC1018,86.03,Healthcare
9,2024-01-25,ACC1003,871.18,Healthcare
632,2024-01-25,ACC1011,1371.71,Travel
706,2024-01-25,ACC1018,16977.6,Transfer
627,2024-01-25,ACC1022,1894.4,Transfer
131,2024-01-25,ACC1017,2847.54,Travel
129,2024-01-25,ACC1019,1702.39,Travel
107,2024-01-25,ACC1010,3523.25,Healthcare
33,2024-01-25,ACC1004,1409.22,Utilities
42,2024-01-26,ACC1023,948.72,Travel
20,2024-01-26,ACC1008,2430.24,Utilities
716,2024-01-26,ACC9999,569.76,Transfer
195,2024-01-26,ACC1008,863.06,Dining
756,2024-01-26,ACC9999,2115.24,Transfer
761,2024-01-26,ACC9999,777.91,Travel
372,2024-01-26,ACC1003,147.42,Transfer
508,2024-01-26,ACC1007,5314.23,Entertainment
750,2024-01-26,ACC9999,1174.5,Travel
19,2024-01-26,ACC1013,2332.0,Groceries
733,2024-01-26,ACC9999,144.86,Travel
361,2024-01-26,ACC1008,2729.79,Healthcare
517,2024-01-26,ACC1011,272.37,Dining
543,2024-01-26,ACC1007,3413.61,Dining
407,2024-01-26,ACC1001,887.29,Travel
247,2024-01-26,ACC1014,2605.38,Utilities
145,2024-01-26,ACC1008,2551.75,Utilities
636,2024-01-27,ACC1003,1838.34,Dining
629,2024-01-27,ACC1016,542.9,Utilities
38,2024-01-27,ACC1024,357.02,Entertainment
625,2024-01-27,ACC1023,792.83,Healthcare
100,2024-01-27,ACC1004,2917.86,Electronics
199,2024-01-27,ACC1019,2088.72,Healthcare
641,2024-01-27,ACC1021,1590.25,Entertainment
112,2024-01-27,ACC1002,268.72,Utilities
85,2024-01-27,ACC1019,1053.77,Healthcare
378,2024-01-27,ACC1002,2073.69,Groceries
721,2024-01-27,ACC9999,761.7,Travel
658,2024-01-27,ACC1007,1865.22,Electronics
385,2024-01-27,ACC1011,273.49,Dining
576,2024-01-28,ACC1019,1241.01,Transfer
483,2024-01-28,ACC1009,1477.81,Entertainment
594,2024-01-28,ACC1017,4020.52,Dining
744,2024-01-28,ACC9999,765.4,Groceries
647,2024-01-28,ACC1007,275.91,Healthcare
89,2024-01-28,ACC1005,2439.27,Travel
139,2024-01-28,ACC1007,2761.52,Electronics
120,2024-01-28,ACC1007,748.34,Transfer
170,2024-01-28,ACC1016,1052.35,Dining
260,2024-01-28,ACC1002,1036.58,Travel
354,2024-01-28,ACC1024,3159.7,Transfer
448,2024-01-28,ACC1024,1987.46,Entertainment
307,2024-01-28,ACC1016,1459.34,Healthcare
337,2024-01-28,ACC1005,1087.28,Utilities
352,2024-01-28,ACC1000,41.81,Dining
265,2024-01-28,ACC1004,1993.38,Healthcare
302,2024-01-28,ACC1021,570.35,Transfer
257,2024-01-28,ACC1024,492.92,Travel
420,2024-01-29,ACC1000,1041.11,Utilities
561,2024-01-29,ACC1024,203.61,Entertainment
130,2024-01-29,ACC1006,1009.71,Dining
425,2024-01-29,ACC1020,397.18,Travel
86,2024-01-29,ACC1020,1497.19,Entertainment
428,2024-01-29,ACC1002,969.18,Dining
515,2024-01-29,ACC1015,2355.84,Dining
49,2024-01-29,ACC1007,1291.68,Entertainment
81,2024-01-29,ACC1014,690.32,Dining
166,2024-01-29,ACC1007,1175.15,Electronics
522,2024-01-29,ACC1007,1431.01,Utilities
717,2024-01-29,ACC9999,1270.15,Dining
304,2024-01-29,ACC1010,1975.9,Dining
482,2024-01-29,ACC1015,1646.25,Dining
719,2024-01-29,ACC9999,665.31,Entertainment
753,2024-01-29,ACC9999,1947.11,Electronics
470,2024-01-29,ACC1009,2877.55,Dining
391,2024-01-30,ACC1001,2520.65,Electronics
160,2024-01-30,ACC1015,539.42,Groceries
505,2024-01-30,ACC1021,1684.42,Dining
72,2024-01-30,ACC1013,396.7,Electronics
316,2024-01-30,ACC1014,1067.49,Electronics
758,2024-01-30,ACC9999,1383.5,Electronics
785,2024-01-30,ACC1010,189.4,Travel
104,2024-01-30,ACC1005,2769.28,Healthcare
338,2024-01-30,ACC1000,627.23,Entertainment
732,2024-01-30,ACC9999,840.44,Healthcare
132,2024-01-30,ACC1011,1726.96,Entertainment
283,2024-01-30,ACC1007,2830.6,Utilities
559,2024-01-30,ACC1009,749.04,Electronics
64,2024-01-30,ACC1024,1115.24,Dining
566,2024-01-30,ACC1017,1072.67,Utilities
46,2024-01-30,ACC1008,881.29,Groceries
705,2024-01-30,ACC1013,12387.86,Dining
688,2024-01-30,ACC1009,2203.44,Dining
519,2024-01-30,ACC1010,189.4,Travel
54,2024-01-30,ACC1018,1531.67,Healthcare
24,2024-01-30,ACC1008,992.42,Electronics
409,2024-01-30,ACC1015,945.84,Transfer
294,2024-01-30,ACC1020,880.15,Electronics
296,2024-01-31,ACC1019,2081.23,Electronics
607,2024-01-31,ACC1019,3366.58,Healthcare
344,2024-01-31,ACC1000,1032.7,Electronics
277,2024-01-31,ACC1008,3308.81,Entertainment
11,2024-01-31,ACC1011,2124.46,Travel
151,2024-01-31,ACC1005,2149.54,Transfer
541,2024-01-31,ACC1003,833.2,Dining
10,2024-01-31,ACC1001,2872.24,Utilities
319,2024-01-31,ACC1018,3071.31,Groceries
375,2024-01-31,ACC1004,121.7,Utilities
184,2024-01-31,ACC1013,6079.61,Travel
771,2024-01-31,ACC9999,797.9,Electronics
318,2024-01-31,ACC1000,1265.25,Dining
37,2024-01-31,ACC1002,775.73,Electronics
708,2024-01-31,ACC1012,13435.17,Transfer
384,2024-02-01,ACC1002,282.94,Utilities
123,2024-02-01,ACC1012,1430.76,Entertainment
301,2024-02-01,ACC1021,836.25,Dining
395,2024-02-01,ACC1009,2521.25,Transfer
639,2024-02-01,ACC1018,768.91,Groceries
638,2024-02-01,ACC1000,623.76,Groceries
190,2024-02-01,ACC1012,4297.09,Dining
311,2024-02-01,ACC1019,1110.26,Entertainment
392,2024-02-01,ACC1009,2002.43,Groceries
637,2024-02-01,ACC1010,2622.51,Dining
126,2024-02-01,ACC1012,521.54,Groceries
183,2024-02-01,ACC1022,521.51,Entertainment
720,2024-02-01,ACC9999,981.72,Dining
128,2024-02-01,ACC1019,505.57,Electronics
185,2024-02-01,ACC1014,1059.03,Utilities
510,2024-02-01,ACC1015,515.29,Groceries
303,2024-02-01,ACC1012,690.81,Utilities
7,2024-02-01,ACC1008,1180.02,Groceries
689,2024-02-01,ACC1013,458.37,Travel
30,2024-02-01,ACC1006,2249.29,Transfer
167,2024-02-01,ACC1011,327.24,Utilities
77,2024-02-01,ACC1001,838.1,Electronics
462,2024-02-01,ACC1016,1595.25,Utilities
284,2024-02-02,ACC1016,1846.23,Entertainment
172,2024-02-02,ACC1024,1607.43,Healthcare
323,2024-02-02,ACC1020,1100.11,Electronics
97,2024-02-02,ACC1003,866.49,Dining
587,2024-02-02,ACC1017,547.84,Utilities
103,2024-02-02,ACC1002,2412.73,Utilities
698,2024-02-02,ACC1008,1440.32,Groceries
527,2024-02-02,ACC1021,3035.01,Utilities
692,2024-02-02,ACC1019,2021.06,Entertainment
169,2024-02-02,ACC1024,3082.12,Transfer
421,2024-02-02,ACC1001,1227.58,Transfer
3,2024-02-02,ACC1019,632.12,Entertainment
403,2024-02-02,ACC1001,593.51,Entertainment
662,2024-02-02,ACC1017,874.95,Transfer
645,2024-02-02,ACC1019,1042.51,Groceries
516,2024-02-03,ACC1016,553.73,Utilities
